Class::Test,Lexer:69, Lexer:90, Lexer:111, Lexer:121, Lexer:124, Lexer:136, Lexer:140, Lexer:149, Lexer:159, Lexer:166, Lexer:170, Lexer:174, Lexer:178, Lexer:182, 
RegressionTest1::test0850, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0851, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0852, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0853, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,
RegressionTest1::test0854, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0855, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0856, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0857, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0858, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0859, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0860, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0861, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0862, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest1::test0863, 1,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0864, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0865, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0866, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0867, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0868, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0869, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0870, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0871, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0872, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0873, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0874, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0875, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0876, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0877, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0878, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest1::test0879, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0880, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,
RegressionTest1::test0881, 1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0882, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,
RegressionTest1::test0883, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0884, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,
RegressionTest1::test0885, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0886, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,
RegressionTest1::test0887, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0888, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0889, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0890, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0891, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0892, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0893, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,
RegressionTest1::test0894, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0895, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0896, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0897, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0898, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0899, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0900, 1,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0901, 1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,
RegressionTest1::test0902, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0903, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0904, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0905, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,
RegressionTest1::test0906, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0907, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0908, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0909, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0910, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0911, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test0912, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0913, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0914, 1,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0915, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0916, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0917, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0918, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0919, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0920, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0921, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0922, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0923, 0.5,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest1::test0924, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0925, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0926, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest1::test0927, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0928, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,
RegressionTest1::test0929, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest1::test0930, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,0,
RegressionTest1::test0931, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,
RegressionTest1::test0932, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0933, 1,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0,
RegressionTest1::test0934, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0935, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest1::test0936, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0937, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0938, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,
RegressionTest1::test0939, 1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,
RegressionTest1::test0940, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,
RegressionTest1::test0941, 1,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0.5,
RegressionTest1::test0942, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0943, 1,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0944, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0945, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,
RegressionTest1::test0946, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0947, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0948, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,
RegressionTest1::test0949, 1,0,0,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0950, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0951, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,
RegressionTest1::test0952, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0953, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0954, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0955, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0956, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0957, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0958, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0959, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0960, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0961, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0962, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0963, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0964, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0965, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0966, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0967, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0968, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0969, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,
RegressionTest1::test0970, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest1::test0971, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0972, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0973, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0974, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest1::test0975, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0976, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0977, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest1::test0978, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0979, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0980, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0981, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0982, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0983, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,
RegressionTest1::test0984, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,
RegressionTest1::test0985, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0986, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0987, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0988, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0989, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0990, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0991, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0992, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0993, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0994, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0995, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,
RegressionTest1::test0996, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0997, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0998, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,
RegressionTest1::test0999, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test1000, 1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,
RegressionTest2::test1001, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1002, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1003, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1004, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1005, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest2::test1006, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,
RegressionTest2::test1007, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest2::test1008, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1009, 1,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,
RegressionTest2::test1010, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1011, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,
RegressionTest2::test1012, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1013, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest2::test1014, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1015, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1016, 1,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,
RegressionTest2::test1017, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,
RegressionTest2::test1018, 1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,
RegressionTest2::test1019, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest2::test1020, 1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,
RegressionTest2::test1021, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1022, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1023, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest2::test1024, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1025, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1026, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1027, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1028, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1029, 1,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0.5,0,
RegressionTest2::test1030, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,
RegressionTest2::test1031, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1032, 1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,
RegressionTest2::test1033, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,
RegressionTest2::test1034, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1035, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest2::test1036, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1037, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest2::test1038, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1039, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1040, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1041, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0.5,
RegressionTest2::test1042, 1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest2::test1043, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1044, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,
RegressionTest2::test1045, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,
RegressionTest2::test1046, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest2::test1047, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1048, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1049, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest2::test1050, 1,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0.5,
RegressionTest2::test1051, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1052, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1053, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1054, 1,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,
RegressionTest2::test1055, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,
RegressionTest2::test1056, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1057, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1058, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest2::test1059, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,
RegressionTest2::test1060, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1061, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest2::test1062, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1063, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1064, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest2::test1065, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1066, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1067, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest2::test1068, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1069, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,
RegressionTest2::test1070, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1071, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1072, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest2::test1073, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest2::test1074, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1075, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1076, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest2::test1077, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1078, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,
RegressionTest2::test1079, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1080, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1081, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1082, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1083, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1084, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest2::test1085, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest2::test1086, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1087, 1,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,
RegressionTest2::test1088, 1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,
RegressionTest2::test1089, 1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,
RegressionTest2::test1090, 0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,
RegressionTest2::test1091, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1092, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest2::test1093, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest2::test1094, 1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,
RegressionTest2::test1095, 1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,
RegressionTest2::test1096, 1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,
RegressionTest2::test1097, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1098, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,
RegressionTest2::test1099, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1100, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1101, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest2::test1102, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1103, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest2::test1104, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1105, 1,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,
RegressionTest2::test1106, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1107, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1108, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1109, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,
RegressionTest2::test1110, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1111, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest2::test1112, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1113, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,
RegressionTest2::test1114, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1115, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1116, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1117, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,
RegressionTest2::test1118, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,
RegressionTest2::test1119, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest2::test1120, 1,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,
RegressionTest2::test1121, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1122, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,
RegressionTest2::test1123, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest2::test1124, 1,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,
RegressionTest2::test1125, 1,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,
RegressionTest2::test1126, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1127, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1128, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest2::test1129, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1130, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest2::test1131, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest2::test1132, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest2::test1133, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,
RegressionTest2::test1134, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
