Class::Test,Parser:35, Parser:67, Parser:68, Parser:70, Parser:72, Parser:74, Parser:76, Parser:89, Parser:110, Parser:120, Parser:127, Parser:129, Parser:137, Parser:145, Parser:151, Parser:159, Parser:161, Parser:173, Parser:176, Parser:178, Parser:183, Parser:190, Parser:216, Parser:221, Parser:229, Parser:236, Parser:242, Parser:245, Parser:248, Parser:256, Parser:257, Parser:269, Parser:273, Parser:275, Parser:280, Parser:281, 
RegressionTest1::test0782, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0783, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0784, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0785, 0.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0786, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0787, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0788, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0789, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0790, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0791, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0792, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0793, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0794, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0795, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0796, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0797, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0798, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0799, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0800, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0801, 0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0802, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0803, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0804, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0805, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0806, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0807, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0808, 0.5,1,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0809, 0.5,1,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0810, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0811, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0812, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0813, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0814, 0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0815, 0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0816, 0.5,1,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0817, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0818, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0819, 0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0820, 0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0821, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0822, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0823, 0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0824, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0825, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0826, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0827, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0828, 0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0829, 1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0830, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0831, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0832, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0833, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0834, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,1,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,
RegressionTest1::test0835, 1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0836, 0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0837, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0838, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0839, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0840, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0841, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0842, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0843, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0844, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0845, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,
RegressionTest1::test0846, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0847, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0848, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0849, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0850, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0851, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0852, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0853, 0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0854, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0855, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0856, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0857, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0858, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0859, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0860, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0861, 0.5,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0862, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0863, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0864, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0865, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0866, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0867, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0868, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0869, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0870, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0871, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0872, 1,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0873, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0874, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0875, 1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0876, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0877, 0.5,1,0.5,0.5,0.5,0.5,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,
RegressionTest1::test0878, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0879, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0880, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0881, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0882, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0883, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0884, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0885, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0886, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0887, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0888, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0889, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0890, 0.5,1,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0891, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0892, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0893, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0894, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0895, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0896, 0.5,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0897, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0898, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0899, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
RegressionTest1::test0900, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0901, 0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0902, 0.5,1,0.5,0.5,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,
