Class::Test,Whitelist:187, Whitelist:210, Whitelist:214, Whitelist:244, Whitelist:294, Whitelist:300, Whitelist:306, Whitelist:322, Whitelist:323, Whitelist:324, Whitelist:327, Whitelist:333, Whitelist:342, Whitelist:344, Whitelist:347, Whitelist:349, Whitelist:359, Whitelist:361, Whitelist:422, Whitelist:428, Whitelist:429, Whitelist:430, Whitelist:432, Whitelist:433, Whitelist:434, 
RegressionTest0::test395, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test396, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test397, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test398, 1,1,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test399, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test400, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test401, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test402, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test403, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test404, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test405, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test406, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test407, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test408, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test409, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test410, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test411, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test412, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test413, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test414, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test415, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test416, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test417, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test418, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test419, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test420, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test421, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test422, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test423, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test424, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test425, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test426, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test427, 0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test428, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test429, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test430, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test431, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test432, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test433, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test434, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test435, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test436, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test437, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test438, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test439, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test440, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test441, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test442, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test443, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test444, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test445, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test446, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test447, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test448, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test449, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test450, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test451, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test452, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test453, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test454, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test455, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test456, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test457, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test458, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test459, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test460, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test461, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test462, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test463, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test464, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test465, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test466, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test467, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test468, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test469, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test470, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test471, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test472, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test473, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test474, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test475, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test476, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test477, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test478, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test479, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test480, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test481, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test482, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test483, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test484, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test485, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test486, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test487, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test488, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test489, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test490, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test491, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test492, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test493, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test494, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test495, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test496, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test497, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test498, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test499, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test500, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CleanerTest::simpleBehaviourTest , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::simpleBehaviourTest2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::basicBehaviourTest , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 1 , 0.5 , 1 , 1 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::basicWithImagesTest , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 1 , 0 , 0.5 , 0.5 , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testRelaxed , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testDropComments , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testDropXmlProc , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testDropScript , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 
CleanerTest::testDropImageScript , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testCleanJavascriptHref , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testDropsUnknownTags , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testHandlesEmptyAttributes , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::testIsValid , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::resolvesRelativeLinks , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 1 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::preservesRelatedLinksIfConfigured , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 1 , 0.5 , 1 , 1 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::dropsUnresolvableRelativeLinks , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
CleanerTest::handlesCustomProtocols , 1 , 1 , 0.5 , 0.5 , 1 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test00 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test01 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 
Whitelist_ESTest::test02 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test03 , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test04 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test05 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test06 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 
Whitelist_ESTest::test07 , 0 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test08 , 0 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test09 , 0 , 1 , 0.5 , 0 , 0 , 0 , 0 , 1 , 0.5 , 0.5 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test10 , 0 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0.5 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test11 , 1 , 1 , 0.5 , 0 , 0.5 , 0.5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 
Whitelist_ESTest::test12 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 1 , 0.5 , 0.5 , 0.5 , 0.5 , 0.5 , 0 , 0.5 
Whitelist_ESTest::test13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 
Whitelist_ESTest::test14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0 , 0 , 0 , 0 
Whitelist_ESTest::test15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.5 , 0.5 , 0.5 , 0 , 0 , 0 
