Class::Test,CharacterReader:29, CharacterReader:33, CharacterReader:37, CharacterReader:64, CharacterReader:75, CharacterReader:87, CharacterReader:89, CharacterReader:90, CharacterReader:96, CharacterReader:107, CharacterReader:109, CharacterReader:120, CharacterReader:122, CharacterReader:132, CharacterReader:134, CharacterReader:143, CharacterReader:156, CharacterReader:160, CharacterReader:161, CharacterReader:168, CharacterReader:171, CharacterReader:175, CharacterReader:178, CharacterReader:182, CharacterReader:191, CharacterReader:203, 
RegressionTest0::test0160, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0161, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0162, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0163, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0164, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0165, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0166, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0167, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0168, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0169, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0170, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0171, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0172, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0173, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0174, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0175, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0176, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0177, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0178, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0179, 1,0.5,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0180, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0181, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0182, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0183, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0184, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0185, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0186, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0187, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0188, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0189, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0190, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0191, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0192, 0.5,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0193, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0194, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0195, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0196, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0197, 1,1,0.5,0,0,0.5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0198, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0199, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0200, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0201, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0202, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0203, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0204, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0205, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0206, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0207, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0208, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0209, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0210, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0211, 1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest0::test0212, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0213, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0214, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0215, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0216, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0217, 1,0.5,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0218, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0219, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0220, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0221, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0222, 0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0223, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0224, 0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,
RegressionTest0::test0225, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0226, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0227, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0228, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0229, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0230, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0231, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0232, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0233, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,
RegressionTest0::test0234, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0235, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0236, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0237, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0238, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0239, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0240, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0241, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0242, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0243, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0244, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0245, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0246, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0247, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0248, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0249, 1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0250, 1,0.5,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0251, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0252, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0253, 1,0.5,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0254, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0255, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0256, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0257, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0258, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0259, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0260, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0261, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0262, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0263, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0264, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0265, 1,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0,1,0,0,
RegressionTest0::test0266, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0267, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0268, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0269, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0270, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0271, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0272, 0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0273, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0274, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0275, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0276, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0277, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0278, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0279, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0280, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0281, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0282, 0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest0::test0283, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0284, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0285, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0286, 1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,
RegressionTest0::test0287, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0288, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0289, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0290, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0291, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0292, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0293, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0294, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0295, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0296, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0297, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0298, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0299, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0300, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0301, 1,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0302, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0303, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0304, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0305, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0306, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0307, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0308, 1,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1,0.5,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0309, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0310, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0311, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0312, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0313, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0314, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,
RegressionTest0::test0315, 1,1,0.5,0,0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,
RegressionTest0::test0316, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0317, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0318, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0319, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0320, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0321, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0322, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0323, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0324, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0325, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0326, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0327, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0328, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0329, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0330, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1,0.5,0.5,0.5,0,0,0,0,0.5,
RegressionTest0::test0331, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0332, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0333, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0334, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0335, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0336, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0337, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0338, 1,0,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0.5,0.5,0,0,0.5,0,0.5,
RegressionTest0::test0339, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0340, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0341, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0342, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0343, 1,0,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0344, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0345, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0346, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0347, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0348, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0349, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0350, 1,0.5,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0351, 1,1,0,0,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test0352, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
